news_source,agree_disagree,bias_rating,news_source_internal_url,agree,disagree,perc_agree,rating_num
Living Lutheran,agree disagree 47/14,center,https://www.allsides.com/news-source/living-lutheran-media-bias,47,14,0.7704918032786885,3.0
Livingston Enterprise,agree disagree 11/11,center,https://www.allsides.com/news-source/livingston-enterprise-media-bias,11,11,0.5,3.0
Log Cabin,agree disagree 14/60,right,https://www.allsides.com/news-source/log-cabin-media-bias,14,60,0.1891891891891892,5.0
Logan Banner,agree disagree 10/13,center,https://www.allsides.com/news-source/logan-banner-media-bias,10,13,0.43478260869565216,3.0
London Evening Standard,agree disagree 11/11,center,https://www.allsides.com/news-source/london-evening-standard-media-bias,11,11,0.5,3.0
Long Beach Press-Telegram,agree disagree 68/78,center,https://www.allsides.com/news-source/long-beach-press-telegram-media-bias,68,78,0.4657534246575342,3.0
Longmont Times-Call,agree disagree 269/234,left-center,https://www.allsides.com/news-source/longmont-times-call,269,234,0.5347912524850894,2.0
Longview News-Journal,agree disagree 14/18,center,https://www.allsides.com/news-source/longview-news-journal-media-bias,14,18,0.4375,3.0
Los Alamos Daily Post,agree disagree 21/19,center,https://www.allsides.com/news-source/los-alamos-daily-post-media-bias,21,19,0.525,3.0
Los Angeles Daily News,agree disagree 88/178,center,https://www.allsides.com/news-source/los-angeles-daily-news-media-bias,88,178,0.3308270676691729,3.0
Los Angeles Times,agree disagree 5394/4054,left-center,https://www.allsides.com/news-source/los-angeles-times-bias,5394,4054,0.5709144792548687,2.0
Lost Coast Outpost,agree disagree 15/17,center,https://www.allsides.com/news-source/lost-coast-outpost-media-bias,15,17,0.46875,3.0
Louisiana Illuminator,agree disagree 16/20,left-center,https://www.allsides.com/news-source/louisiana-illuminator-media-bias,16,20,0.4444444444444444,2.0
Louisiana Radio Network,agree disagree 13/22,center,https://www.allsides.com/news-source/louisiana-radio-network-media-bias,13,22,0.37142857142857144,3.0
Lovell Chronicle,agree disagree 8/9,center,https://www.allsides.com/news-source/lovell-chronicle-media-bias,8,9,0.47058823529411764,3.0
Lucas Grindley,agree disagree 11/12,left-center,https://www.allsides.com/news-source/lucas-grindley-media-bias,11,12,0.4782608695652174,2.0
Lucy Pinto,agree disagree 71/81,left-center,https://www.allsides.com/news-source/lucy-pinto-media-bias,71,81,0.46710526315789475,2.0
Luke Winkie,agree disagree 53/18,left,https://www.allsides.com/news-source/luke-winkie-media-bias,53,18,0.7464788732394366,1.0
Made in Alabama,agree disagree 6/9,center,https://www.allsides.com/news-source/made-alabama-media-bias,6,9,0.4,3.0
Madeleine Albright,agree disagree 40/37,left-center,https://www.allsides.com/news-source/madeleine-albright-media-bias,40,37,0.5194805194805194,2.0
Magic Valley News,agree disagree 10/13,center,https://www.allsides.com/news-source/magic-valley-news-media-bias,10,13,0.43478260869565216,3.0
Magnolia State Live,agree disagree 13/14,center,https://www.allsides.com/news-source/magnolia-state-live-media-bias,13,14,0.48148148148148145,3.0
Main Street Nashville,agree disagree 9/9,center,https://www.allsides.com/news-source/main-street-nashville-media-bias,9,9,0.5,3.0
Maine Beacon,agree disagree 31/36,left-center,https://www.allsides.com/news-source/maine-beacon-media-bias,31,36,0.4626865671641791,2.0
Maine Public Radio,agree disagree 10/50,left-center,https://www.allsides.com/news-source/maine-public-radio-media-bias,10,50,0.16666666666666666,2.0
Malala Yousafzai,agree disagree 45/47,center,https://www.allsides.com/news-source/malala-yousafzai-media-bias,45,47,0.4891304347826087,3.0
Malayna J. Bizier,agree disagree 18/60,right,https://www.allsides.com/news-source/malayna-j-bizier-media-bias,18,60,0.23076923076923078,5.0
Malheur Enterprise,agree disagree 8/9,center,https://www.allsides.com/news-source/malheur-enterprise-media-bias,8,9,0.47058823529411764,3.0
Manchester Evening News,agree disagree 3/3,center,https://www.allsides.com/news-source/manchester-evening-news-media-bias,3,3,0.5,3.0
Manhattan Institute,agree disagree 443/511,right-center,https://www.allsides.com/news-source/manhattan-institute,443,511,0.4643605870020964,4.0
Mankato Free Press,agree disagree 26/27,left-center,https://www.allsides.com/news-source/mankato-free-press-media-bias,26,27,0.49056603773584906,2.0
Mansfield News Journal,agree disagree 10/10,center,https://www.allsides.com/news-source/mansfield-news-journal-media-bias,10,10,0.5,3.0
Marc A. Thiessen,agree disagree 512/354,right,https://www.allsides.com/news-source/marc-thiessen,512,354,0.5912240184757506,5.0
Marc Joffe,agree disagree 40/55,right-center,https://www.allsides.com/news-source/marc-joffe-media-bias,40,55,0.42105263157894735,4.0
Marc Lamont Hill,agree disagree 45/17,left,https://www.allsides.com/news-source/marc-lamont-hill-media-bias,45,17,0.7258064516129032,1.0
Marc Schulman,agree disagree 35/40,center,https://www.allsides.com/news-source/marc-schulman-media-bias,35,40,0.4666666666666667,3.0
Marcia Beckford,agree disagree 59/72,left-center,https://www.allsides.com/news-source/marcia-beckford-media-bias,59,72,0.45038167938931295,2.0
Marco Rubio,agree disagree 17/17,right-center,https://www.allsides.com/news-source/marco-rubio-media-bias,17,17,0.5,4.0
Mariannette Miller-Meeks,agree disagree 19/34,right-center,https://www.allsides.com/news-source/mariannette-miller-meeks-media-bias,19,34,0.3584905660377358,4.0
Marijuana Moment,agree disagree 78/77,left-center,https://www.allsides.com/news-source/marijuana-moment-media-bias,78,77,0.5032258064516129,2.0
Mario Nicolais,agree disagree 48/63,right-center,https://www.allsides.com/news-source/mario-nicolais-media-bias,48,63,0.43243243243243246,4.0
Mark Cannizzaro,agree disagree 17/15,center,https://www.allsides.com/news-source/mark-cannizzaro-media-bias,17,15,0.53125,3.0
Mark Gerzon,agree disagree 92/106,center,https://www.allsides.com/news-source/mark-gerzon,92,106,0.46464646464646464,3.0
Mark Hertsgaard,agree disagree 48/48,left-center,https://www.allsides.com/news-source/mark-hertsgaard-media-bias,48,48,0.5,2.0
Mark Mix,agree disagree 133/152,right,https://www.allsides.com/news-source/mark-mix,133,152,0.4666666666666667,5.0
Mark Morford,agree disagree 119/67,left,https://www.allsides.com/news-source/morford-mark,119,67,0.6397849462365591,1.0
Mark Weaver,agree disagree 23/35,right-center,https://www.allsides.com/news-source/mark-weaver-media-bias,23,35,0.39655172413793105,4.0
Mark Whitaker,agree disagree 15/18,left-center,https://www.allsides.com/news-source/mark-whitaker-media-bias,15,18,0.45454545454545453,2.0
MarketWatch,agree disagree 575/1371,center,https://www.allsides.com/news-source/marketwatch-media-bias,575,1371,0.2954779033915725,3.0
Marshall Ramsey (cartoonist),agree disagree 98/89,center,https://www.allsides.com/news-source/marshall-ramsey-cartoonist,98,89,0.5240641711229946,3.0
Martin Luther King III,agree disagree 66/82,left-center,https://www.allsides.com/news-source/martin-luther-king-iii-media-bias,66,82,0.44594594594594594,2.0
Mary O'Grady,agree disagree 105/174,right,https://www.allsides.com/news-source/mary-ogrady,105,174,0.3763440860215054,5.0
Maryland Daily Record,agree disagree 9/9,left-center,https://www.allsides.com/news-source/maryland-daily-record-media-bias,9,9,0.5,2.0
Maryland Matters,agree disagree 10/11,left-center,https://www.allsides.com/news-source/maryland-matters-media-bias,10,11,0.47619047619047616,2.0
Maryland Reporter,agree disagree 9/10,right-center,https://www.allsides.com/news-source/maryland-reporter-media-bias,9,10,0.47368421052631576,4.0
Mashable,agree disagree 727/332,left,https://www.allsides.com/news-source/mashable,727,332,0.6864966949952785,1.0
Masih Alinejad,agree disagree 80/67,center,https://www.allsides.com/news-source/masih-alinejad-media-bias,80,67,0.54421768707483,3.0
MassLive.com,agree disagree 57/55,left-center,https://www.allsides.com/news-source/masslivecom-media-bias,57,55,0.5089285714285714,2.0
Matt Bors (cartoonist),agree disagree 104/50,left,https://www.allsides.com/news-source/matt-bors-cartoonist,104,50,0.6753246753246753,1.0
Matt Byrne,agree disagree 48/46,center,https://www.allsides.com/news-source/matt-byrne-media-bias,48,46,0.5106382978723404,3.0
Matt Davies (cartoonist),agree disagree 160/82,left,https://www.allsides.com/news-source/matt-davies-cartoonist,160,82,0.6611570247933884,1.0
Matt Drudge,agree disagree 548/658,right,https://www.allsides.com/news-source/matt-drudge,548,658,0.45439469320066334,5.0
Matt Lewis,agree disagree 105/119,center,https://www.allsides.com/news-source/matt-lewis-media-bias,105,119,0.46875,3.0
Matt Robison,agree disagree 12/8,left-center,https://www.allsides.com/news-source/matt-robison-media-bias,12,8,0.6,2.0
Matt Taibbi,agree disagree 188/127,center,https://www.allsides.com/news-source/matt-taibbi-media-bias,188,127,0.5968253968253968,3.0
Matt Towery,agree disagree 98/107,right-center,https://www.allsides.com/news-source/matt-towery,98,107,0.47804878048780486,4.0
Matt Welch,agree disagree 153/258,right-center,https://www.allsides.com/news-source/matt-welch,153,258,0.3722627737226277,4.0
Matt Wuerker (cartoonist),agree disagree 138/88,left,https://www.allsides.com/news-source/matt-wuerker-cartoonist,138,88,0.6106194690265486,1.0
Matthew McConaughey,agree disagree 45/50,center,https://www.allsides.com/news-source/matthew-mcconaughey-media-bias,45,50,0.47368421052631576,3.0
Matthew Walther,agree disagree 161/80,right-center,https://www.allsides.com/news-source/matthew-walther-media-bias,161,80,0.6680497925311203,4.0
Matthew Yglesias,agree disagree 46/50,left-center,https://www.allsides.com/news-source/matthew-yglesias-media-bias,46,50,0.4791666666666667,2.0
Maui Now News,agree disagree 11/14,center,https://www.allsides.com/news-source/maui-now-news-media-bias,11,14,0.44,3.0
Maureen Callahan,agree disagree 37/52,right-center,https://www.allsides.com/news-source/maureen-callahan-media-bias,37,52,0.4157303370786517,4.0
Maureen Dowd,agree disagree 357/853,center,https://www.allsides.com/news-source/maureen-dowd,357,853,0.2950413223140496,3.0
Max Boot,agree disagree 83/41,left,https://www.allsides.com/news-source/max-boot-media-bias,83,41,0.6693548387096774,1.0
Max Karlin,agree disagree 67/91,right-center,https://www.allsides.com/news-source/max-karlin-media-bias,67,91,0.4240506329113924,4.0
McClatchyDC,agree disagree 166/240,center,https://www.allsides.com/news-source/mcclatchydc-media-bias,166,240,0.4088669950738916,3.0
McKenzie County Farmer,agree disagree 16/17,center,https://www.allsides.com/news-source/mckenzie-county-farmer-media-bias,16,17,0.48484848484848486,3.0
Meade County Messenger,agree disagree 11/11,center,https://www.allsides.com/news-source/meade-county-messenger-media-bias,11,11,0.5,3.0
Meaws,agree disagree 15/22,left-center,https://www.allsides.com/news-source/meaws-media-bias,15,22,0.40540540540540543,2.0
Media Matters,agree disagree 3682/1836,left,https://www.allsides.com/news-source/media-matters-bias,3682,1836,0.6672707502718376,1.0
Media Research Center,agree disagree 1542/1872,right,https://www.allsides.com/news-source/media-research-center,1542,1872,0.45166959578207383,5.0
Media Village,agree disagree 36/40,center,https://www.allsides.com/news-source/media-village-media-bias,36,40,0.47368421052631576,3.0
Mediaite,agree disagree 1174/1289,left-center,https://www.allsides.com/news-source/mediaite-bias,1174,1289,0.4766544863987008,2.0
Mercatus Center,agree disagree 66/83,right-center,https://www.allsides.com/news-source/mercatus-center-media-bias,66,83,0.4429530201342282,4.0
Meridian Magazine,agree disagree 38/68,right-center,https://www.allsides.com/news-source/meridian-magazine-media-bias,38,68,0.3584905660377358,4.0
Merrick Garland,agree disagree 36/133,left-center,https://www.allsides.com/news-source/merrick-garland-media-bias,36,133,0.21301775147928995,2.0
Metro,agree disagree 2/5,left-center,https://www.allsides.com/news-source/metro-media-bias,2,5,0.2857142857142857,2.0
Metro Philadelphia,agree disagree 18/53,left-center,https://www.allsides.com/news-source/metro-philadelphia-media-bias,18,53,0.2535211267605634,2.0
Metro Weekly,agree disagree 111/55,left,https://www.allsides.com/news-source/metro-weekly-media-bias,111,55,0.6686746987951807,1.0
Mexico Daily Post,agree disagree 103/101,center,https://www.allsides.com/news-source/mexico-daily-post-media-bias,103,101,0.5049019607843137,3.0
Mexico News Daily,agree disagree 36/34,center,https://www.allsides.com/news-source/mexico-news-daily-media-bias,36,34,0.5142857142857142,3.0
Miami Herald,agree disagree 618/648,left-center,https://www.allsides.com/news-source/miami-herald,618,648,0.4881516587677725,2.0
Micaela Ricaforte,agree disagree 82/92,center,https://www.allsides.com/news-source/micaela-ricaforte-media-bias,82,92,0.47126436781609193,3.0
Michael A. Cohen,agree disagree 33/38,left-center,https://www.allsides.com/news-source/michael-cohen-media-bias,33,38,0.4647887323943662,2.0
Michael Arceneaux,agree disagree 46/18,left,https://www.allsides.com/news-source/michael-arceneaux-media-bias,46,18,0.71875,1.0
Michael Barone,agree disagree 194/171,right-center,https://www.allsides.com/news-source/michael-barone,194,171,0.5315068493150685,4.0
Michael Brendan Dougherty,agree disagree 227/251,right-center,https://www.allsides.com/news-source/michael-brendan-dougherty,227,251,0.47489539748953974,4.0
Michael Gerson,agree disagree 216/188,right-center,https://www.allsides.com/news-source/michael-gerson,216,188,0.5346534653465347,4.0
Michael Goodwin,agree disagree 372/186,right,https://www.allsides.com/news-source/michael-goodwin,372,186,0.6666666666666666,5.0
Michael Graham,agree disagree 81/141,right,https://www.allsides.com/news-source/michael-graham-media-bias,81,141,0.36486486486486486,5.0
Michael Kinsley,agree disagree 193/122,left,https://www.allsides.com/news-source/michael-kinsley,193,122,0.6126984126984127,1.0
Michael Medved,agree disagree 190/300,right,https://www.allsides.com/news-source/michael-medved,190,300,0.3877551020408163,5.0
Michael Ramirez (cartoonist),agree disagree 156/215,right,https://www.allsides.com/news-source/michael-ramirez-cartoonist,156,215,0.42048517520215634,5.0
Michael Shellenberger,agree disagree 9/7,center,https://www.allsides.com/news-source/michael-shellenberger-media-bias,9,7,0.5625,3.0
Michael Strong,agree disagree 48/64,right-center,https://www.allsides.com/news-source/michael-strong-media-bias,48,64,0.42857142857142855,4.0
Michael Tauberg,agree disagree 54/71,center,https://www.allsides.com/news-source/michael-tauberg-media-bias,54,71,0.432,3.0
Michelle Alexander,agree disagree 261/203,left-center,https://www.allsides.com/news-source/michelle-alexander-media-bias,261,203,0.5625,2.0
Michelle Goldberg,agree disagree 250/182,left,https://www.allsides.com/news-source/michelle-goldberg-media-bias,250,182,0.5787037037037037,1.0
Michelle Malkin,agree disagree 651/336,right,https://www.allsides.com/news-source/michelle-malkin,651,336,0.6595744680851063,5.0
MichelleMalkin.com,agree disagree 708/370,right,https://www.allsides.com/news-source/michellemalkincom,708,370,0.6567717996289425,5.0
Michigan Advance,agree disagree 14/19,center,https://www.allsides.com/news-source/michigan-advance-media-bias,14,19,0.42424242424242425,3.0
Michigan Chronicle,agree disagree 16/19,left-center,https://www.allsides.com/news-source/michigan-chronicle-media-bias,16,19,0.45714285714285713,2.0
Michigan Daily,agree disagree 345/315,left-center,https://www.allsides.com/news-source/michigan-daily,345,315,0.5227272727272727,2.0
Middle East Eye,agree disagree 40/22,left,https://www.allsides.com/news-source/middle-east-eye-media-bias,40,22,0.6451612903225806,1.0
MidWeek,agree disagree 9/8,center,https://www.allsides.com/news-source/midweek-media-bias,9,8,0.5294117647058824,3.0
Mike Huckabee,agree disagree 138/192,right-center,https://www.allsides.com/news-source/mike-huckabee-media-bias,138,192,0.41818181818181815,4.0
Mike Lester (cartoonist),agree disagree 65/100,right,https://www.allsides.com/news-source/mike-lester-cartoonist,65,100,0.3939393939393939,5.0
Mike Luckovich (cartoonist),agree disagree 228/161,left,https://www.allsides.com/news-source/mike-luckovich-cartoonist,228,161,0.5861182519280206,1.0
Mike Pence,agree disagree 386/180,right,https://www.allsides.com/news-source/mike-pence-media-bias,386,180,0.6819787985865724,5.0
Mike Thompson (cartoonist),agree disagree 95/117,center,https://www.allsides.com/news-source/mike-thompson-cartoonist,95,117,0.4481132075471698,3.0
Military Times,agree disagree 270/278,center,https://www.allsides.com/news-source/military-times-media-bias,270,278,0.4927007299270073,3.0
Millennial Action Project,agree disagree 20/24,center,https://www.allsides.com/news-source/millennial-action-project-media-bias,20,24,0.45454545454545453,3.0
Milwaukee Journal Sentinel,agree disagree 51/89,center,https://www.allsides.com/news-source/milwaukee-journal-sentinel-media-bias,51,89,0.36428571428571427,3.0
Minnesota Lawyer,agree disagree 27/50,center,https://www.allsides.com/news-source/minnesota-lawyer-media-bias,27,50,0.35064935064935066,3.0
Minnesota Monthly,agree disagree 6/11,center,https://www.allsides.com/news-source/minnesota-monthly-media-bias,6,11,0.35294117647058826,3.0
Minnesota Native News,agree disagree 11/10,center,https://www.allsides.com/news-source/minnesota-native-news-media-bias,11,10,0.5238095238095238,3.0
Minnesota News Network,agree disagree 19/17,center,https://www.allsides.com/news-source/minnesota-news-network-media-bias,19,17,0.5277777777777778,3.0
Minnesota Public Radio,agree disagree 26/101,center,https://www.allsides.com/news-source/minnesota-public-radio-media-bias,26,101,0.2047244094488189,3.0
Minnesota Reformer,agree disagree 68/34,left,https://www.allsides.com/news-source/minnesota-reformer-media-bias,68,34,0.6666666666666666,1.0
Minnesota Spokesman Reporter,agree disagree 21/24,center,https://www.allsides.com/news-source/minnesota-spokesman-reporter-media-bias,21,24,0.4666666666666667,3.0
Minnesota's New Country,agree disagree 7/11,center,https://www.allsides.com/news-source/minnesotas-new-country-media-bias,7,11,0.3888888888888889,3.0
MinnPost,agree disagree 19/26,center,https://www.allsides.com/news-source/minnpost-media-bias-0,19,26,0.4222222222222222,3.0
MinnPost,agree disagree 20/23,center,https://www.allsides.com/news-source/minnpost-media-bias,20,23,0.46511627906976744,3.0
Miranda Devine,agree disagree 112/112,right,https://www.allsides.com/news-source/miranda-devine-media-bias,112,112,0.5,5.0
Mises Institute,agree disagree 158/121,right-center,https://www.allsides.com/news-source/mises-institute-media-bias,158,121,0.5663082437275986,4.0
Misinformation Review,agree disagree 91/133,center,https://www.allsides.com/news-source/misinformation-review-media-bias,91,133,0.40625,3.0
Mississippi Free Press,agree disagree 12/16,left-center,https://www.allsides.com/news-source/mississippi-free-press-media-bias,12,16,0.42857142857142855,2.0
Mississippi Free Press,agree disagree 13/15,left-center,https://www.allsides.com/news-source/mississippi-free-press-media-bias-0,13,15,0.4642857142857143,2.0
Mississippi Today,agree disagree 29/35,center,https://www.allsides.com/news-source/mississippi-today-media-bias,29,35,0.453125,3.0
Mississippi Today News,agree disagree 10/11,left-center,https://www.allsides.com/news-source/mississippi-today-news-media-bias,10,11,0.47619047619047616,2.0
Mississippi Valley Publishing,agree disagree 12/10,center,https://www.allsides.com/news-source/mississippi-valley-publishing-media-bias,12,10,0.5454545454545454,3.0
Missoulian,agree disagree 23/22,center,https://www.allsides.com/news-source/missoulian-media-bias,23,22,0.5111111111111111,3.0
Missouri Independent,agree disagree 13/15,left-center,https://www.allsides.com/news-source/missouri-independent-media-bias,13,15,0.4642857142857143,2.0
Missourinet,agree disagree 10/15,center,https://www.allsides.com/news-source/missourinet-media-bias,10,15,0.4,3.0
MIT News,agree disagree 374/313,center,https://www.allsides.com/news-source/mit-news,374,313,0.5443959243085881,3.0
Mitú,agree disagree 122/68,left,https://www.allsides.com/news-source/mit-media-bias,122,68,0.6421052631578947,1.0
MLive.com,agree disagree 75/122,center,https://www.allsides.com/news-source/mlive-media-bias,75,122,0.38071065989847713,3.0
MLT News,agree disagree 11/10,center,https://www.allsides.com/news-source/mlt-news-media-bias,11,10,0.5238095238095238,3.0
MNC News,agree disagree 16/18,center,https://www.allsides.com/news-source/mnc-news-media-bias,16,18,0.47058823529411764,3.0
Monadnock Ledger-Transcript,agree disagree 8/10,center,https://www.allsides.com/news-source/monadnock-ledger-transcript-media-bias,8,10,0.4444444444444444,3.0
"Moníca Guzman, Braver Angels",agree disagree 46/53,left-center,https://www.allsides.com/news-source/mon-ca-guzman-braver-angels-media-bias,46,53,0.46464646464646464,2.0
Monica Hesse,agree disagree 22/23,left-center,https://www.allsides.com/news-source/monica-hesse-media-bias,22,23,0.4888888888888889,2.0
Monroe Sun,agree disagree 8/10,center,https://www.allsides.com/news-source/monroe-sun-media-bias,8,10,0.4444444444444444,3.0
Montana Free Press,agree disagree 16/18,left-center,https://www.allsides.com/news-source/montana-free-press-media-bias-0,16,18,0.47058823529411764,2.0
Montana Free Press,agree disagree 22/17,center,https://www.allsides.com/news-source/montana-free-press-media-bias,22,17,0.5641025641025641,3.0
Montana Kaimin,agree disagree 7/9,center,https://www.allsides.com/news-source/montana-kaimin-media-bias,7,9,0.4375,3.0
Montana Right Now,agree disagree 18/17,center,https://www.allsides.com/news-source/montana-right-now-media-bias,18,17,0.5142857142857142,3.0
Morgan Jacobsen,agree disagree 119/146,center,https://www.allsides.com/news-source/morgan-jacobsen,119,146,0.4490566037735849,3.0
Morgan Messenger,agree disagree 18/17,center,https://www.allsides.com/news-source/morgan-messenger-media-bias,18,17,0.5142857142857142,3.0
Morning Brew,agree disagree 200/89,left-center,https://www.allsides.com/news-source/morning-brew-media-bias,200,89,0.6920415224913494,2.0
Morning Star,agree disagree 1/3,left-center,https://www.allsides.com/news-source/morning-star-media-bias,1,3,0.25,2.0
Mother Jones,agree disagree 17994/2946,left,https://www.allsides.com/news-source/mother-jones-bias,17994,2946,0.8593123209169055,1.0
Mountain State Spotlight,agree disagree 13/15,center,https://www.allsides.com/news-source/mountain-state-spotlight-media-bias,13,15,0.4642857142857143,3.0
MPR News,agree disagree 29/41,left-center,https://www.allsides.com/news-source/mpr-news-media-bias,29,41,0.4142857142857143,2.0
MSN (UK),agree disagree 1/3,left-center,https://www.allsides.com/news-source/msn-uk-media-bias,1,3,0.25,2.0
MSNBC,agree disagree 26863/7004,left,https://www.allsides.com/news-source/msnbc,26863,7004,0.7931910118994892,1.0
MTV News Online,agree disagree 212/340,left-center,https://www.allsides.com/news-source/mtv-news-online-media-bias,212,340,0.38405797101449274,2.0
Multiple Writers - Center,agree disagree 89/97,center,https://www.allsides.com/news-source/multiple-writers-center-media-bias,89,97,0.478494623655914,3.0
Multiple Writers - Lean Left,agree disagree 63/65,left-center,https://www.allsides.com/news-source/multiple-writers-lean-left-media-bias,63,65,0.4921875,2.0
Multiple Writers - Lean Right,agree disagree 63/55,right-center,https://www.allsides.com/news-source/multiple-writers-lean-right-media-bias,63,55,0.5338983050847458,4.0
Multiple Writers - Left,agree disagree 68/40,left,https://www.allsides.com/news-source/multiple-writers-left-media-bias,68,40,0.6296296296296297,1.0
Multiple Writers - Mixed,agree disagree 89/104,allsides,https://www.allsides.com/news-source/multiple-writers-media-bias,89,104,0.46113989637305697,
Multiple Writers - Right,agree disagree 40/33,right,https://www.allsides.com/news-source/multiple-writers-right-media-bias,40,33,0.547945205479452,5.0
Muscatine Journal,agree disagree 32/36,center,https://www.allsides.com/news-source/muscatine-journal,32,36,0.47058823529411764,3.0
My Central Jersey,agree disagree 12/17,center,https://www.allsides.com/news-source/my-central-jersey-media-bias,12,17,0.41379310344827586,3.0
My Central Oregon,agree disagree 11/12,center,https://www.allsides.com/news-source/my-central-oregon-media-bias,11,12,0.4782608695652174,3.0
My Colorado Springs News,agree disagree 13/15,center,https://www.allsides.com/news-source/my-colorado-springs-news-media-bias,13,15,0.4642857142857143,3.0
My High Plains KAMR,agree disagree 10/12,center,https://www.allsides.com/news-source/my-high-plains-kamr-media-bias,10,12,0.45454545454545453,3.0
My Panhandle News,agree disagree 11/13,center,https://www.allsides.com/news-source/my-panhandle-news-media-bias,11,13,0.4583333333333333,3.0
My Rye,agree disagree 6/7,center,https://www.allsides.com/news-source/my-rye-media-bias,6,7,0.46153846153846156,3.0
My Wabash Valley,agree disagree 20/17,center,https://www.allsides.com/news-source/my-wabash-valley-media-bias,20,17,0.5405405405405406,3.0
NAACP,agree disagree 472/921,left-center,https://www.allsides.com/news-source/naacp-media-bias,472,921,0.3388370423546303,2.0
Naples Daily News,agree disagree 21/27,center,https://www.allsides.com/news-source/naples-daily-news-media-bias,21,27,0.4375,3.0
Nashville Post,agree disagree 13/15,center,https://www.allsides.com/news-source/nashville-post-media-bias,13,15,0.4642857142857143,3.0
National Catholic Register,agree disagree 59/102,right,https://www.allsides.com/news-source/national-catholic-register-media-bias,59,102,0.36645962732919257,5.0
National Committee to Preserve Social Security and Medicare,agree disagree 388/292,left,https://www.allsides.com/news-source/national-committee-preserve-social-security-and-medicare,388,292,0.5705882352941176,1.0
National Conference of State Legislatures,agree disagree 37/35,center,https://www.allsides.com/news-source/national-conference-state-legislatures-media-bias,37,35,0.5138888888888888,3.0
National Constitution Center,agree disagree 242/224,center,https://www.allsides.com/news-source/national-constitution-center-media-bias,242,224,0.51931330472103,3.0
National Federation of Independent Business,agree disagree 57/70,right-center,https://www.allsides.com/news-source/national-federation-independent-business-media-bias,57,70,0.44881889763779526,4.0
National Geographic,agree disagree 438/357,center,https://www.allsides.com/news-source/national-geographic-media-bias,438,357,0.5509433962264151,3.0
National Institute for Civil Discourse,agree disagree 27/24,center,https://www.allsides.com/news-source/national-institute-civil-discourse-media-bias,27,24,0.5294117647058824,3.0
National Interest,agree disagree 357/504,center,https://www.allsides.com/news-source/national-interest,357,504,0.4146341463414634,3.0
National Journal,agree disagree 1110/872,center,https://www.allsides.com/news-source/national-journal,1110,872,0.5600403632694249,3.0
National Post,agree disagree 395/183,right-center,https://www.allsides.com/news-source/national-post-media-bias,395,183,0.6833910034602076,4.0
National Review (News),agree disagree 24083/10410,right-center,https://www.allsides.com/news-source/national-review,24083,10410,0.6981996347084916,4.0
National Review (Opinion),agree disagree 869/595,right,https://www.allsides.com/news-source/national-review-opinion-media-bias,869,595,0.5935792349726776,5.0
Nature.com,agree disagree 380/296,center,https://www.allsides.com/news-source/naturecom-media-bias,380,296,0.5621301775147929,3.0
Nautilus Quarterly,agree disagree 55/60,center,https://www.allsides.com/news-source/nautilus-quarterly-media-bias,55,60,0.4782608695652174,3.0
NBC 10 Boston,agree disagree 19/28,left-center,https://www.allsides.com/news-source/nbc-10-boston-media-bias,19,28,0.40425531914893614,2.0
NBC 12 WWBT,agree disagree 19/19,center,https://www.allsides.com/news-source/nbc-12-wwbt-media-bias,19,19,0.5,3.0
NBC 15 WMTV,agree disagree 17/18,center,https://www.allsides.com/news-source/nbc-15-wmtv-media-bias,17,18,0.4857142857142857,3.0
NBC 29 WVIR,agree disagree 19/18,center,https://www.allsides.com/news-source/nbc-29-wvir-media-bias,19,18,0.5135135135135135,3.0
NBC 4 WCMH,agree disagree 16/20,center,https://www.allsides.com/news-source/nbc-4-wcmh-media-bias,16,20,0.4444444444444444,3.0
NBC 5 Chicago,agree disagree 26/31,center,https://www.allsides.com/news-source/nbc-5-chicago-media-bias,26,31,0.45614035087719296,3.0
NBC 5 Plattsburgh,agree disagree 8/10,center,https://www.allsides.com/news-source/nbc-5-plattsburgh-media-bias,8,10,0.4444444444444444,3.0
NBC 7 San Diego,agree disagree 16/25,left-center,https://www.allsides.com/news-source/nbc-7-san-diego-media-bias,16,25,0.3902439024390244,2.0
NBC Connecticut,agree disagree 20/30,left-center,https://www.allsides.com/news-source/nbc-connecticut-media-bias,20,30,0.4,2.0
NBC Montana,agree disagree 0/1,center,https://www.allsides.com/news-source/nbc-montana-media-bias,0,1,0.0,3.0
NBC News (Online),agree disagree 16677/15953,left-center,https://www.allsides.com/news-source/nbc-news-media-bias,16677,15953,0.5110940851976709,2.0
NBC Today Show,agree disagree 1786/1872,left-center,https://www.allsides.com/news-source/nbc-today-show,1786,1872,0.4882449425915801,2.0
Neal K. Katyal,agree disagree 79/66,left-center,https://www.allsides.com/news-source/neal-k-katyal-media-bias,79,66,0.5448275862068965,2.0
NECN,agree disagree 6/13,right-center,https://www.allsides.com/news-source/necn-media-bias,6,13,0.3157894736842105,4.0
Neil J. Young,agree disagree 111/127,left-center,https://www.allsides.com/news-source/neil-j-young-media-bias,111,127,0.46638655462184875,2.0
Neil Patel,agree disagree 54/100,right,https://www.allsides.com/news-source/neil-patel-media-bias,54,100,0.35064935064935066,5.0
Network for Responsible Public Policy,agree disagree 17/38,center,https://www.allsides.com/news-source/network-responsible-public-policy-media-bias,17,38,0.3090909090909091,3.0
