Date,Title,Bias Rating
Sep 12 2023,"As Democratic Jitters Grow, Biden Campaign Tries to Showcase His Vigor",left
Sep 14 2023,"This week in Fact Checking: Starlink and the Ukrainian Army, Biden’s Observation of 9/11, Shoplifting Laws in California",center
Sep 19 2023,Mayor Eric Adams: All NYC businesses must use trash containers starting in March 2024,left
Sep 18 2023,"75,000 Rally in NYC to Push Biden & World Leaders on Climate Crisis",left
Mar 17 2023,China's Xi to meet Putin in Moscow next week,center
Jun 14 2023,South Africa Brands as Unfair US Politicians' Call to Punish It for 'Supporting' Russia,right
Jun 26 2023,Be Wary of a Wounded Putin,right
Jul 30 2023,Trump’s legal bills pile up,left
Sep 22 2023,McCarthy Caps His Nightmare Week With One More Humiliation: Caving to Marjorie Taylor Greene,left
Aug 19 2015,Donald Trump is tearing conservative media apart: How his candidacy sparked a right-wing civil war,left
Sep 08 2023,Musk Denied Ukraine Starlink Access for Planned Attack on Russian Fleet,left
Sep 08 2020,Trump Says Pentagon Leaders Prolong Wars to Keep Defense Contractors Happy,center
Jun 12 2023,Root Canal Forces Biden to Postpone Meeting With NATO Chief,left
Feb 20 2015,O’Reilly Blasts ‘Disgusting’ Report Claiming He Misled Viewers About War Reporting: ‘Bunch of Lies’,right
Jul 07 2023,US Plans to Send Cluster Munitions to Ukraine Despite Humanitarian Concerns,left
Apr 17 2023,The chip industry’s open secret: Adversaries’ military tech relies on U.S. components,center
Apr 17 2023,"G-7 diplomats reject Chinese, N. Korean, Russian aggression",left
Sep 21 2023,"More than 1,200 children have died in the past 5 months in conflict-wrecked Sudan, the UN says",left
Dec 14 2022,US Reportedly Plans to Send Patriot Missiles to Ukraine,left
Jul 08 2023,Several European Partners Will not Join US in Sending Cluster Munitions to Ukraine,left
Jun 29 2023,Wagner Turns Against Kremlin in Short-Lived Mutiny,not rated
Sep 02 2023,Nobel Foundation Yanks Invite to Russian Ambassador After Backlash,left
May 20 2023,Ukrainian President Zelenskyy arrives in Japan for 2023 G-7 Summit: 'Peace will become closer today',right
Jun 06 2023,What We know About Nova Kakhovka Dam Destruction,center
Feb 24 2014,Warrant Issued For Ousted Ukraine Leader,left
Sep 17 2023,Is one of Russia’s oldest allies slipping from the Kremlin’s orbit?,left
Sep 04 2023,REVEALED: Chinese spies tried to infiltrate US bases more than 100 times,right
Sep 16 2023,Joe Biden Pulls Human Resources from Tottering Haitian Society,right
Aug 04 2023,US Navy Sailors Arrested After China Tells Citizens to Join Espionage Fight,not-yet-rated
Sep 07 2023,‘The Devil They Know’: McConnell’s Health Issues Alarm Democrats,left
Sep 12 2023,Dispatch McCarthy Launches Impeachment Inquiry,right
Oct 09 2023,Leaked Emails Show Canadian Media Exec Demanding Journalists Avoid Using Term ‘Terrorist’ in Hamas Coverage,right
Jul 24 2018,Trump Administration to Give Billions in Aid to U.S. Farmers Hurt by Trade War,left
Sep 13 2023,The dangers posed by a deal between Russia and North Korea,left
Sep 02 2023,"Nobel Foundation Scraps Plan to Invite Russia, Belarus and Iran",left
Sep 14 2023,Border patrol K9 named Yoda credited with subduing escaped inmate Danelo Cavalcante,left
Sep 14 2023,Braves Pitcher Seemed to Take Shot at Phillies Manager for Complaining About Ronald Acuña Jr.'s Celebration,center
Sep 06 2023,"Mitch McConnell says he isn’t resigning, has support from Sen. Mitt Romney, other Republican senators",center
Sep 14 2023,Capping Henrico senior citizens' real estate taxes and more Va. headlines,center
Aug 31 2023,Covid is back. A fruitless national freakout shouldn’t come with it.,right
Sep 24 2023,First evacuees from Nagorno-Karabakh cross into Armenia,left
Sep 27 2023,It’s fantastic that Biden is joining the UAW picket line. But he should go further,left
Feb 27 2022,Photos and Videos Highlight Ukraine Defending Against Russian Invasion,left
May 19 2023,Pentagon Says Accounting Error Frees Up Another $3B for Ukraine,right
Feb 01 2019,"U.S. to withdraw from nuclear arms control treaty with Russia, says Russian violations render the Cold War agreement moot",left
May 09 2022,Putin Marks Russia's 'Victory Day' With Speech as Ukraine Conflict Continues,center
Mar 03 2022,More Than 1 Million Flee Ukraine Amid Russian Attacks,left
Sep 05 2023,Marine veteran Gerry Leonard wins GOP primary in Rhode Island’s congressional special election,center
Sep 02 2023,"More Russian stuff blowing up, plus Nobel Committee uninvited Russia and Belarus",left
Sep 20 2013,Nudge or Shove? Obama Admin Takes Another Shot in War on Coal With Announcement of Something Never Done Before,right
Sep 10 2023,Biden’s Betrayal of September 11,right
Sep 13 2023,White House Tells Media: Attack Impeachment Effort,right
Sep 11 2013,Jon Stewart Destroys Fox News Over Syria Coverage: 'Who Cares HOW We Avoided A War...',left
Jul 24 2023,"Moscow Struck by Ukrainian Drones, Says Kremlin",right
May 21 2023,Attack on off-road vehicle event in Mexico leaves at least 10 dead,left
Jul 12 2023,Zelensky’s lament: Another vague promise of future NATO membership,right
Jun 01 2023,China gives Elon Musk a hero’s welcome — and a message for the U.S.,left
Jan 08 2020,The killing of Iran's top general won't stop a war. The US and Iran have already been fighting for more than 40 years,left
Sep 18 2023,House GOP makes first move in stopgap funding fight,center
Sep 29 2023,Here's the Government Spending Measure the House GOP Failed to Pass Late Last Night,right
Aug 09 2023,Bank Records Show $20 Million to Biden-Tied Businesses,right
Sep 11 2023,Disney and Charter finally end their cable TV fight—with Charter getting the free streaming services it wanted,center
Aug 21 2023,Elon Musk’s Shadow Rule,left
Sep 05 2023,Is public school as we know it ending?,left
Sep 03 2023,The Russian fossil fuel Europe can’t get enough of,left
Aug 07 2023,Ukrainians find work in N.D.’s oil fields,center
Jul 12 2023,"Biden and Zelensky to discuss long-range missiles in Wednesday meeting, Sullivan says",right
Sep 10 2023,Biden wraps Vietnam visit by talking with business leaders and visiting a memorial to John McCain,left
Sep 13 2023,'The Words You Spoke Are Disturbing': Kennedy Stuns As He Reads Explicit Kids' Books During Hearing,right
Feb 20 2023,"Zelensky Really Needs Ammunition, Not a Visit",right
Aug 15 2023,"Sudan 'spiralling out of control' as 1 million flee country, UN warns",center
Jun 16 2023,How many people are watching Tucker Carlson’s new show on Twitter?,left
Aug 01 2022,Grain Shipments from Ukraine Restart Under New Deal,left
May 15 2023,Russia may have just lost four aircraft in one day. Here’s what we know,left
Sep 22 2023,Attempts to ban books at public libraries surge at record levels,left
Sep 21 2023,"This Week in Fact Checking: Mainstream Media and Joe Biden, Congress’ ‘Probe’ Into Elon Musk, Biden’s Job Numbers",center
Sep 11 2023,9/11 did not end with the Afghanistan withdrawal,right
Mar 17 2023,GOP Divided Over DeSantis’ Ukraine ‘Territorial Dispute’ Comments,left
Jul 25 2023,Putin appeared paralyzed and unable to act in first hours of rebellion,left
Jun 29 2023,"RFK Jr. Defends Vaccine Stance, Says Democratic Party Has ‘Lost Its Way’",right
Jun 02 2023,President Biden and Speaker McCarthy beat the debt-ceiling deadline,left
Apr 10 2023,"Pentagon documents leak a risk to US national security, officials say",center
Nov 15 2016,CNN Anchor Who Accused Trump of Waging a 'War on the Media' Says He Needs to Do Some 'Soul-searching',right
Apr 12 2023,Pentagon Documents Leak: What We Know So Far,center
Oct 14 2022,Elon Musk Requests Pentagon Pay for Starlink Services in Ukraine,left
Sep 12 2023,"More Than 5,000 Dead in Libya as Collapsed Dams Worsen Flood Disaster",left
Jul 06 2020,"Get Excited, Gamers! Activision Shot Down A French Plane Over Icelandic Waters To Start A New War To Set ‘Call Of Duty’ Games In",left
Oct 25 2022,Progressives Retract Letter Asking Biden to Negotiate With Putin on Ukraine,right
Apr 20 2023,Biden makes misleading claims when slamming House GOP debt ceiling proposal,right
May 25 2023,"Tina Turner left a life of pain in the U.S. In Europe, she found home",left
Aug 25 2023,The Biden Clan's Con Is Coming To An End,right
Jun 19 2023,"Berlin, Intel Strike Controversial Chip Plant Subsidy Deal",center
Sep 21 2023,America Is Living on Borrowed Money,left
Apr 11 2023,Leaks show Egypt sought to covertly ship rockets to Russia: report,center
Sep 25 2023,Taxpayers Stuck Paying the Bills for Oligarchs’ Seized Yachts and Mansions,center
Jul 31 2023,Russia Says Ukrainian Drone Hit Moscow Tower Again in New Attack,left
Sep 25 2023,Does the Constitution disqualify Trump? Don’t bet on it.,left
Jan 25 2023,Why Were Germany and the US Reluctant to Send Tanks to Ukraine?,right
Jun 24 2023,Who's who in the Prigozhin-Kremlin conflict?,center
Aug 28 2022,"In Ukraine, Artillery Shelling Near Nuclear Reactor Sparks Fears of Meltdown",left
Apr 15 2022,Russia Sends US Formal Warning to Stop Arming Ukraine,left
Sep 08 2023,Tahesha Way: New Jersey's next lieutenant governor,center
Sep 05 2023,"After first lady's positive test, Biden is forced to share spotlight with COVID-19's resurgence",left
Apr 04 2023,Saint Joseph's University: Russian politics expert available to comment on Finland joining NATO,not-yet-rated
Sep 05 2023,"Judge Tells DeSantis and Florida GOP, ""Nah,"" On Effort to Diminish Black Power",left
May 20 2023,"Russia bans Obama, Maddow, Colbert over sanctions",center
Dec 16 2022,The Russian Army Is Preparing for a Fresh Attack,center
Aug 29 2023,Biden's Fake Names Hid Documents from National Archives in Plain Sight,right
Sep 06 2023,COVID-exposed Biden goes maskless in front of hero,right
Sep 07 2023,Bill Gates’ foundation gave Bud Light a nearly $100 million stamp of approval,center
Aug 13 2019,"‘Everything that we hold dear’: From race to plastic straws, Trump dials up culture wars in divisive play for 2020 votes",left
Sep 06 2023,Covid appears to be on the rise and Joe Jonas and Sophie Turner file for divorce: Morning Rundown,left
Sep 07 2023,Sen. Tuberville says 'woke' military has 'people doing poems on aircraft carriers',left
Mar 16 2022,Will Putin Employ Nuclear Weapons to Support Russia's Invasion of Ukraine?,center
Mar 01 2022,"Russians Attack Civilian Areas in Ukraine, Convoy Closes in on Capital City of Kyiv",left
Mar 03 2023,Marjorie Taylor Greene Gets CPAC Crowd to Boo Zelensky With False Claim,center
Sep 19 2023,Protect Robert F. Kennedy Jr.,right
Sep 11 2023,"In Russia's Pacific port, residents await North Korea's Kim Jong Un",center
Sep 11 2023,Efforts to disqualify Trump for reelection create a prime case for the Supreme Court’s consideration,right
Jun 12 2023,Trump: I Will Appoint a Real Special Prosecutor to Go After ‘Biden Crime Family’,right
Sep 12 2023,"Trump faces another 14th Amendment candidacy challenge, this time in Minnesota",left
May 20 2023,"Zelensky seeks diplomatic, military support at G7 summit in Hiroshima",center
Dec 08 2015,"The South won the Civil War: White men, racial resentment, and how the Bitter Minority came to rule us all",left
Sep 01 2023,"US sees Ukrainian progress in Zaporizhzhia, no comment on Russian missile reports",center
Sep 06 2023,Press secretary's explanation for Biden's early exit from Medal of Honor ceremony doesn't fly online: 'Insult',right
Sep 06 2023,WH spokesperson insists Biden’s hasty Medal of Honor departure was to ‘minimize’ COVID exposure,right
May 25 2023,A bumpy campaign launch for Ron DeSantis,left
Sep 01 2023,"Tucker Carlson is 'Dead Man Walking', Putin Ally Warns",center
Aug 24 2023,DANIEL TURNER: GOP Debaters Knocked This Topic Out Of The Park,right
Sep 07 2023,U.S. Judge Orders Texas to Take Down Deadly Floating Border Barrier,left
Aug 24 2023,GOP field gets testy in primary debate,left
Sep 07 2023,WH spox has excuse for why Biden bolted Medal of Honor ceremony and it’s a DOOZY!,right
Jul 12 2023,Zelenskyy Seeks Long-Range Weapons in Talks With Biden,right
Apr 08 2023,Macron Seeks Xi’s Help on Ukraine During Beijing Visit,right
Sep 06 2023,Biden ripped for leaving Medal of Honor ceremony early: 'ABHORRENT',right
Sep 07 2023,Pennsylvania man arrested on murder charges in disappearance of DC-area photographer,center
Jul 09 2023,Debunking The Cluster Bomb Fetish,left
Aug 24 2023,"Republican candidates fight each other, and mostly line up behind Trump, at the first debate - Boston News, Weather, Sports",center
Sep 12 2023,"More Than 5,000 Feared Dead After Storm Batters Libya",center
May 21 2023,Zelenskyy calls on G7 to ensure Russia is ‘last aggressor’,left
Sep 10 2023,Biden heads to Vietnam in latest push to counter China,left
Aug 23 2023,GOP candidates fight each other — and mostly line up behind Trump — at first debate,right
Aug 23 2023,First GOP Debate Sees Unlikely Winners As Trump Sits Down With Tucker,right
Jul 26 2023,BREAKING: Hunter Biden Arrives at Federal Court in Delaware Ahead of Expected Guilty Plea to Sweetheart Deal by DOJ - A Complete Bastardization of Justice,right
Jan 28 2015,“This is war”: Sarah Palin slams “quasi-conservative” O’Reilly for not taking her fake 2016 candidacy seriously,left
Jul 24 2023,"Russia largely thwarts Ukrainian drone attacks in Moscow and Crimea, Kremlin says",right
Jul 29 2023,Ukrainian Forces Will Enter Crimea 'Soon'—Kyiv Intelligence Chief,center
Aug 23 2023,"Wagner mercenary leader, Russian mutineer, Putin's chef: The many sides of Yevgeny Prigozhin",left
Sep 15 2014,Obama plays both sides: Sought repeal of Bush war statute now used to justify Islamic State strikes,right
Aug 23 2023,"How Wagner Group leader Yevgeny Prigozhin rose with Putin, then turned on him",left
Aug 23 2023,Who Is Yevgeny Prigozhin: ‘Putin’s Chef’-Turned-Chief Rival Reportedly In Fatal Plane Crash,center
Dec 18 2014,"My week in the right-wing lie machine: When Fox News, Twitchy and Montel Williams declared war on me",left
May 31 2022,How Has the Russia-Ukraine Conflict Created a Global Food Crisis?,left
Apr 19 2023,"Pence: ‘Weakness Arouses Evil,’ and Biden Sending ‘Message of Weakness Around the World’",right
May 13 2023,Erdogan’s fate in the balance as Turkish voters head to the polls,left
May 19 2023,First Russian airline lands in Georgia after 4 years,center
Sep 04 2023,"Des Moines' last known Holocaust survivor, David Wolnerman, has died",center
Sep 01 2023,"Biden’s ATF Sneaking in More Background Checks, Rules to Soon Be Finalized and Enacted",not-yet-rated
May 13 2023,South Africa expresses 'utter displeasure' at U.S. accusations of arms shipment to Russia,left
Sep 01 2023,New England Patriots Part Of Claimed Quarterback Matt Corral’s Past And Present,center
Jul 24 2023,Russia says Moscow and Crimea hit by Ukrainian drones while Russian forces bombard Danube port,left
Sep 01 2023,"Two people killed, eight hurt in Peoria shootings",center
Aug 23 2023,"Putin ally ""humiliated"" by Prigozhin reported death in plane crash: General",center
Jul 24 2023,Russians launch barrage on Odesa,left
May 12 2023,South Africa scolds U.S. ambassador over Russian arms claim,left
Aug 23 2023,"Yevgeny Prigozhin, Wagner Mercenary Chief Who Clashed With Putin’s Military in Russia, Dies",center
Mar 10 2023,Staring Down the Black Hole of Russia’s Future,center
Aug 09 2023,Biden Bank Records Spark Two Strikingly Different Stories,center
Aug 15 2023,Drug Decriminalization Policies Work — With Properly Funded Treatment Services,left
Nov 16 2022,"Poland says missile that hit it was Ukrainian stray, easing concern of escalation",center
May 11 2023,"South Africa loaded weapons onto Russian vessel, U.S. envoy says",left
May 11 2023,Trump Effect: CNN Ratings Explode After Town Hall,right
Mar 20 2023,Russian leader tours Mariupol ahead of Xi visit,left
May 11 2023,The U.S. ambassador to South Africa accused the country of providing weapons to Russia.,left
May 11 2023,US Accuses S.Africa Of Having Supplied Weapons To Russia,center
Aug 22 2023,Atlanta bail bondsman first defendant in 2020 election case released from Fulton Jail,not-yet-rated
Aug 28 2023,Arkansas moves kickoff to noon for football season opener in Little Rock,center
Aug 20 2023,Videos: Devastated Maui Residents Ask Why Biden Is Ignoring Them,right
May 10 2023,Notable Moments From First Part Of Trump’s CNN Town Hall In New Hampshire,right
Oct 09 2023,When Events Get in the Way,center
Sep 14 2023,"Romney bows out, leaving a legacy that would make his father proud",center
Feb 25 2022,"Kyiv, Capital City of Ukraine, Under Attack By Russian Forces",right
Aug 23 2023,Vivek Ramaswamy attacked from all sides in first GOP debate: 'Amateur',right
May 15 2023,Biden officials say border crossings down 50 percent since Title 42 lifted,left
Sep 01 2023,"The nation in brief: 1 killed, 7 injured in Illinois shootings",left
Jul 21 2023,"Ships Sailing to Ukrainian Seaports to Be Considered Hostile, Moscow Warns",right
Jul 24 2023,Sirens blare in Kyiv as Ukrainian forces down Russian drones,left
Aug 31 2023,White House warns GOP Biden impeachment will backfire,center
Aug 25 2023,The Last Days of Wagner’s Prigozhin,center
Jan 24 2023,"In Reversal, US and Germany Reportedly Move to Send Tanks to Ukraine",right
May 05 2022,Classified US Operation Reportedly Helping Ukraine Target Russian Generals,center
Sep 19 2023,Republicans intensify government shutdown risk over spending bill,left
Apr 11 2022,"Russia Strikes Airport in Eastern Ukraine, Says it Destroyed Missile Systems",left
Oct 20 2023,"Biden Pledges More Aid for Ukraine, Middle East in Prime-Time Speech",left
Sep 02 2023,"Texas Tech can’t build on early lead, stunned in double-overtime by upset-minded Wyoming",center
Sep 02 2023,Wyoming converts on 4th down and 2-point conversion to upset visiting Texas Tech 35-33 in 2OT,left
Sep 02 2023,Wyoming converts on 4th down and 2-point conversion to upset visiting Texas Tech 35-33 in 2OT,left
Aug 21 2023,"Hunter lawyers threatened DOJ by saying they would call Joe Biden to the stand, Politico reports",right
Sep 01 2023,Hurricane Idalia: Aerial view reveals damage in Florida’s hardest-hit region,center
Aug 24 2023,Yevgeny Prigozhin’s apparent assassination: an expected end in Putin’s Russia,left
Sep 01 2023,Taylor Swift Eras Tour concert film is already a blockbuster with historic first-day ticket sales,center
Aug 29 2023,12-year-old Colorado pupil thrown out of class for his Gadsden flag patch,right
May 01 2023,"Shen Yun Brings 'Absolute Beauty' and Goodness Into World, Says Pianist",right
Feb 23 2022,Ukraine to Declare 30-Day State of Emergency,right
Mar 21 2023,Putin hosts Xi in Moscow as  alliance grows,left
Jul 17 2023,Kerch Bridge Attack Puts Putin's Prized Possession at Risk,center
Sep 07 2023,James Comer claims that Biden pseudonym email was code. That’s nonsense.,left
Feb 23 2022,Who’s to Blame for Russia’s Aggression Towards Ukraine?,left
Oct 22 2023,Misinformation Watch: Is Ivermectin Snake Oil or a Miracle Drug?,right
Jan 10 2022,US and Russia Begin Talks on Ukraine Security,left
Aug 18 2023,Rudy Giuliani hit with new lawsuit after returning from Mar-a-Lago to beg Trump for more cash,left
Mar 07 2022,"From the US and Elsewhere, People Travel to Ukraine to Defend Against Putin's Attacks",left
Aug 29 2023,Haley continues attacks on Ramaswamy in South Carolina,left
May 11 2023,"Trump digs in on election lies, attacks Carroll in town hall",left
Jul 17 2023,Ukrainian Strike Disables Bridge Between Crimea and Russia,center
Aug 18 2023,"Joe Biden's ""Robert Peters"" pseudonym under scrutiny as GOP probes emails",center
Aug 28 2023,Razorback kickoff time changed due to expected high temperatures Saturday,center
Aug 28 2023,Arkansas football moves season opener start time due to weather,not-yet-rated
Aug 25 2023,"With Prigozhin’s Death, Putin Projects a Message of Power",left
Aug 19 2023,NY Post: Laptop data shows Joe Biden used pseudonyms to pass inside info to Hunter,right
Aug 17 2023,"GOP Demands Records After Discovering Biden Used Several Fake Names, Alternate Emails While VP",not-yet-rated
Aug 17 2023,"Comer to NARA: Turn over all your Biden comms -- as ""Robert L. Peters""",right
Aug 02 2023,Ukrainian troops on front line admit Russians tougher than expected in ongoing counteroffensive,right
Jul 18 2023,"After ending deal, Russia warns against Black Sea grain shipments",left
Oct 12 2022,Biden Administration Considers Ukraine-Style Parole for Venezuelan Migrants,left
May 28 2023,Russia unleashes largest ‘kamikaze’ drone attack on Ukrainian capital ahead of Kyiv Day,right
Aug 24 2023,"Trump/Tucker Interview Racks Up Massive Views; Addresses Debate Skip, Indictments",right
Aug 04 2023,Russian warship seen listing as Ukrainian sea drones continue to target Black Sea fleet,right
Oct 27 2022,"Putin Criticizes ‘Western Elites,’ Denies Intending to Use Nuclear Weapons in Ukraine",left
Dec 01 2022,Russia Finally Slips Up,center
Apr 05 2018,Trump plays down US-China trade war concerns: ‘When you’re $500bn down you can’t lose’,left
Jul 16 2023,‘Emergency’ on Crimean Bridge Disrupts Crucial Connection to Russia,left
Aug 17 2023,Comer Seeks Records Of Biden Allegedly Using Pseudonym As Vice President,right
Apr 25 2023,Neighborhood fights Haiti gangs after vigilante killings,left
Jul 14 2023,"Drones Reach Stratospheric Heights in Race to Fly Higher, Longer",center
Aug 27 2023,How a kiss sparked a scandal in Spanish soccer,left
Mar 29 2023,Russian Ally Warns Putin: Don’t Visit—or You’ll Get Arrested,left
Feb 24 2023,"US Announces New Sanctions on Russia, Billions in More Aid for Ukraine",center
May 11 2023,"GOP Rep Fact-Checks CNN Panelists to Their Faces, Corrects the Record on What Trump Said",not-yet-rated
Aug 27 2023,Three U.S. Marines Confirmed Dead After Helicopter Crash in Australia,right
Aug 24 2023,"College campus bathrooms, book challenge process among new rule changes from Florida Board of Education",center
Jul 17 2023,Tucker Carlson Calls Out Chris Christie on Twitter,right
Jul 20 2023,Wheat prices are soaring after Russia exits grain deal,left
Aug 23 2023,How Trump Won the Debate he Shunned,left
Aug 23 2023,Watch – Tucker Carlson Previews Trump Interview Ahead of Debate,right
Sep 08 2022,"Blinken Makes Surprise Ukraine Trip, Pledges $2B More in Aid",center
Aug 23 2023,"Prigozhin death could have ""catastrophic consequences"" for Putin's military",center
Jul 12 2023,"Sweden Clears Hurdle to Join NATO, Ukraine's Path Remains Unclear",right
Apr 05 2023,Zelenskyy visits Poland to thank ally and meet Ukrainians,left
Aug 28 2023,Trump Tells Congressional Republicans Either Impeach ‘The BUM’ Biden Or ‘Fade Into Oblivion’,center
Jul 31 2023,China Embedded Crippling Malware in U.S. Bases,right
Aug 24 2023,Trump’s Already Using His Mugshot for Merchandise,left
Sep 01 2023,A Simple Law Is Doing the Impossible. It’s Making the Online Porn Industry Retreat.,left
Aug 05 2023,A Global Web of Chinese Propaganda Leads to a U.S. Tech Mogul,left
Aug 17 2023,Kari Lake Links ‘Pedo Pete’ to Joe Biden After Secret Pseudonym ‘Robert L. Peters’ Revealed,right
Aug 23 2023,Maui Residents Salute Joe Biden With Growing Fury Over Government Failure,right
Aug 12 2023,"White House Report Card: Hunter, inflation cast a pall over Biden",right
Mar 02 2022,Should the US Military Send Troops and Weapons to Help in the Russia-Ukraine Conflict?,right
Aug 21 2023,"Greece Offers F-16 Training, Reconstruction Help As Zelensky Visits",center
Mar 28 2023,Russia’s Economy Is Starting to Come Undone,center
Apr 12 2023,Moscow Says US Leaks May Be Intended To 'Deceive' Russia,center
Sep 15 2022,"In First Meeting Since Russia’s Invasion of Ukraine, Putin and Xi Jinping Reaffirm Ties",left
Feb 22 2023,"Putin aiming to divide US public opinion with nuclear treaty pullout, experts say",left
Aug 22 2023,Washington Nationals Keep Manager Dave Martinez For Three More Years,center
Jul 13 2023,"On Trip to NATO’s Newest Member, Biden Vows to Defend ‘Every Inch’ of Alliance.",left
Jan 20 2023,Western Defense Officials Fail to Reach Deal on Tanks for Ukraine,left
Oct 30 2022,"Russia Suspends Wheat Export Deal, Says Ukraine Attacked Civilian Ships",left
Sep 24 2023,Americans do talk about peace − just not the same way people do in other countries,left
Aug 01 2023,Traffic: Tractor-trailer crash leaves a busy Lexington road shut down,center
Feb 01 2022,"Putin Accuses US, NATO of Ignoring Russian Security Concerns on Ukraine",right
Apr 13 2023,Air National Guard member from Cape Cod named as Pentagon leak suspect: reports,center
Aug 14 2023,"Russian ruble slides to 16-month low against U.S. dollar as capital flight, shrinking trade surplus bite",center
Aug 04 2023,Videos Show Russia Is Lying About Secret Attack on its Ship,left
Apr 19 2023,Caribbean leaders agree on plan to ban assault-style weapons,left
Aug 24 2023,"Prigozhin Is Gone, But the Causes of Russia’s Growing Instability Persist",center
Aug 24 2023,MTG Focused on Trump's Tucker Carlson Interview While Attending GOP Debate,right
Apr 04 2023,"Finland joins NATO, Russia threatens 'counter-measures'",center
Jul 10 2023,Biden meets British premier and king on eve of NATO summit,left
Aug 15 2023,"The RICO Act has been used against Atlanta’s rappers. Now, it’s Trump’s turn.",left
Aug 20 2023,Russia’s Moon Failure a Dent to Its Space Partnership With China,left
Sep 03 2023,How Rage Against the Machine Used Capitalism To Sell Communism,right
Aug 13 2023,Leftists say Joe Biden merely assisted Hunter’s ‘illusion’ of influence,right
Aug 28 2023,When Republicans Show Us a Post-Trump Future,center
Oct 06 2017,"Republicans aren't in disarray, they're at war with themselves  By Mark Sumner   Friday Oct 06, 2017 · 9:31 AM EDT",left
Apr 04 2023,"Putin Is No Longer ‘Sane,’ Says Kremlin Insider Who Fled the Country",left
Feb 07 2023,Biden to Visit Poland to Mark 1-Year Anniversary of Russia's Ukraine Invasion,center
Jun 14 2023,"Sharp decline in appetite for news in recent years, Reuters Institute says",center
Apr 02 2023,'Kick Russia out of the UN': Group prepares legal challenge as Russia gets set to take UN Security Council presidency,left
Oct 19 2022,Rep. McCarthy Indicates Scaling Back Ukraine Aid if GOP Wins Congress,right
Sep 08 2023,Nikki Haley's 2024 White House bid charts hazardous path in isolationist Republican Party,center
May 14 2023,Democrats signal growing frustration with globalization,center
Jun 26 2023,Prigozhin’s Mutiny Is the Beginning of Putin’s End,center
Aug 31 2023,The disgraced Confederate history of the ‘Don’t Tread on Me’ flag,left
Jun 30 2023,Gen. Milley warns US military must modernize now,right
Apr 15 2023,"Mexico, US searching for 3 missing Americans in Pacific",left
Aug 28 2023,"US, China agree to discuss export controls as commerce secretary visits to warm up chilly ties",left
Aug 23 2023,Death of Wagner's Yevgeny Prigozhin: Putin foes who have suffered mysterious fates,center
Aug 30 2023,Trump's support slips after skipping Republican debate: Poll,right
Aug 28 2023,Trump to GOP: 'Impeach the Bum or Fade Into Oblivion',right
Aug 09 2023,New Hunter Biden Banking Records Released - Millions from Russian and Ukrainian Oligarchs While Joe Was VP,not-yet-rated
Aug 28 2023,Trump Orders GOP to ‘IMPEACH the BUM’ Biden or ‘Fade Into OBLIVION’,left
Aug 23 2023,Trial of 3 men accused in plot to kidnap Gov. Whitmer starts Wednesday,center
Jul 04 2023,Russia Accused of Preparing Nuclear Plant Attack; Impact Could Be Next Chernobyl,right
Apr 13 2023,AG: Guardsman to be charged with removing classified info,left
Sep 07 2023,Tucker Carlson seems to think Obama is a gay crack addict. It’s a new low for conservatism,right
Apr 02 2023,Russia assumes UN Security Council presidency despite Ukrainian anger,center
Aug 24 2023,Search operation at crash site of Prigozhin’s jet over after ten bodies found in wreckage. What we know so far about the Wagner chief’s presumed death — Novaya Gazeta Europe,not-yet-rated
Apr 13 2023,ICC’s Arrest Warrant for Putin Poses Headache for South Africa Ahead of Summit Putin’s Due to Attend,right
Jun 30 2022,"Russian Forces Withdraw From Strategic Snake Island, Ukraine Says",right
Aug 19 2023,The secret trade routes helping Putin dodge Western sanctions,right
Oct 19 2023,"How Polarized Language Masks Common Ground on Hamas, Israel, and Palestine",left
Jul 15 2023,"After Suffering Heavy Losses, Ukrainians Paused to Rethink Strategy",left
Jul 30 2023,NATO’s Expansion Into Asia Is the Mother of Bad Ideas,left
Sep 01 2023,The Wolf We Feed,left
Apr 03 2023,Suspect arrested in killing of Russian military blogger in cafe bombing,left
Jul 14 2023,Tucker Carlson Turns a Christian Presidential Forum Into a Putin Showcase,left
Apr 01 2022,"Kremlin Accuses Ukraine of Attacking Russian Fuel Depot, Disrupting Peace Talks",center
Jul 09 2023,"Democrat rips Biden over cluster munitions: ""Crossing a line""",center
Sep 07 2023,Public schools are the latest target of the right’s con culture,left
Aug 10 2023,"Egypt's inflation reaches record high of 38.2% in July, government data shows",left
Aug 13 2023,‘Ruzzki not welcome’: the Russian exiles getting a hostile reception in Georgia,left
Aug 14 2023,China’s defence minister visits Russia and Belarus in show of support,left
Apr 18 2023,US reporter held by Russia on spying charges to stay in jail,left
Jan 02 2023,Ukraine Says it Killed Hundreds of Russian Troops in New Year's Missile Strike,left
Jul 05 2023,Nuclear plant explosion 'could be akin to Chernobyl' - follow live updates,left
Apr 26 2023,South Africa's President Walks Back Vow to Leave ICC,center
Aug 18 2023,Robert L. Peters: House Committee Reveals Biden Pseudonym,center
Aug 09 2023,GOP Reacts to Biden Business Receiving $20M While Joe Biden Was VP,right
Jul 23 2023,Deadly Russian Strike Wounds 19 In Odesa,center
Aug 16 2023,Rod Blagojevich: Trump's Georgia indictment 'a constitutional crisis',not-yet-rated
